episode_number,title,url,date,topic,description
1532,Dismiss the Devil with a Song,https://www.desiringgod.org/interviews/dismiss-the-devil-with-a-song,2020-09-30,Spiritual Warfare,"Singing together is not merely the prelude to the sermon. When God’s people sing from the heart, more happens than we imagine."
1531,Is Enjoying God the Same as Glorifying God?,https://www.desiringgod.org/interviews/is-enjoying-god-the-same-as-glorifying-god,2020-09-28,Christian Hedonism,“God is most glorified in us when we are most satisfied in him.” Does that mean enjoying God and glorifying God are the same thing?
1530,Why Is the Bible So Violent?,https://www.desiringgod.org/interviews/why-is-the-bible-so-violent,2020-09-25,The Power & Effects of Sin,The Bible depicts more violence than our modern sensibilities often want to admit. How do we handle these parts of Scripture when we come across them?
1529,How Do I Overcome My Fear of the Future?,https://www.desiringgod.org/interviews/how-do-i-overcome-my-fear-of-the-future,2020-09-23,Fear & Anxiety,"In this life, we will have trouble. In this world, we will have reasons to fear. But in Christ, our God is with us through it all."
1528,"Why Does It Matter That Christ Was ‘Begotten, Not Made’?",https://www.desiringgod.org/interviews/why-does-it-matter-that-christ-was-begotten-not-made,2020-09-21,The Deity of Christ,"The Nicene Creed speaks of Jesus as “begotten, not made.” What does that mean, and why does it matter?"
1527,Money Motivates Me to Work Hard — Is That Okay?,https://www.desiringgod.org/interviews/money-motivates-me-to-work-hard-is-that-okay,2020-09-18,Money,"How can we tell if our desire for money is a good, God-given desire, instead of a love for Mammon? Pastor John offers seven ways to discern the difference."
1526,How Do I Tell If I Am Lukewarm?,https://www.desiringgod.org/interviews/how-do-i-tell-if-i-am-lukewarm,2020-09-16,Prayer,"How can we tell if we are spiritually lukewarm, like the Christians in Laodicea? We can look at our private prayer life."
1525,What Do You Love Most About God?,https://www.desiringgod.org/interviews/what-do-you-love-most-about-god,2020-09-14,The Grace of God,"Unless the Bible informs what we love most about God, we risk imagining a god in our own likeness, rather than treasuring him for who he really is."
1524,‘Always Learning but Never Arriving’ — Is That Me?,https://www.desiringgod.org/interviews/always-learning-but-never-arriving-is-that-me,2020-09-11,Life of the Mind,Paul warns us about some who are “always learning and never able to arrive at a knowledge of the truth.” What kind of person does he have in mind?
1523,What Is God Accomplishing in My Suffering?,https://www.desiringgod.org/interviews/what-is-god-accomplishing-in-my-suffering,2020-09-09,Suffering,"Suffering often feels meaningless in the moment. So how can Christians learn not only to endure trials, but to rejoice in the midst of them?"
1522,What Do My Entertainment Habits Reveal About My Soul?,https://www.desiringgod.org/interviews/what-do-my-entertainment-habits-reveal-about-my-soul,2020-09-07,Assurance of Salvation,"If we cope with stress by watching movies, posting on social media, or consuming other forms of entertainment, what does that say about our souls?"
1521,Does Every Sin Cost Me an Eternal Reward?,https://www.desiringgod.org/interviews/does-every-sin-cost-me-an-eternal-reward,2020-09-04,Heaven & Hell,God promises eternal rewards for his people’s present obedience. But does every sin cost us one of those rewards?
1520,I Feel Unappreciated — How Should I Respond?,https://www.desiringgod.org/interviews/i-feel-unappreciated-how-should-i-respond,2020-09-02,Killing Sin,"Ingratitude can make us feel unwanted and unnoticed. But our Father in heaven sees in secret, and he will more than make up for every thankless deed."
1519,Is My Career in Marketing Vain?,https://www.desiringgod.org/interviews/is-my-career-in-marketing-vain,2020-08-31,Work & Vocation,Some marketing succeeds by cultivating consumerism in the human heart. Can a Christian glorify God in that kind of job?
1518,How Do I Recover from an Unbearable Tragedy?,https://www.desiringgod.org/interviews/how-do-i-recover-from-an-unbearable-tragedy,2020-08-28,Suffering,Some tragedies make life feel barely worth living anymore. So is there any hope that we could one day be happy and at peace again?
1517,What Does My Stealing Say About My Soul?,https://www.desiringgod.org/interviews/what-does-my-stealing-say-about-my-soul,2020-08-26,Killing Sin,"Whether we steal time, money, glances, or anything else, our impulse to take what is not rightfully ours reveals a lot about our view of God."
1516,Will the New Creation Look Like This One?,https://www.desiringgod.org/interviews/will-the-new-creation-look-like-this-one,2020-08-24,Heaven & Hell,The new creation will probably seem familiar to us. But there will also be new dimensions of life and joy we can’t even begin to fathom.
1515,Is Angry Prayer Okay?,https://www.desiringgod.org/interviews/is-angry-prayer-okay,2020-08-21,Prayer,We have nothing to hide from God since he already knows our hearts. But that doesn’t mean we can do or say whatever we want in prayer.
1514,How Did John Piper Become a Calvinist?,https://www.desiringgod.org/interviews/how-did-john-piper-become-a-calvinist,2020-08-19,Calvinism,"When John Piper entered seminary in 1968, he believed in the self-determining will of man. But then he encountered Philippians 2 and Romans 9."
1513,When Should I Follow My Heart?,https://www.desiringgod.org/interviews/when-should-i-follow-my-heart,2020-08-17,Christian Hedonism,"If a Christian desires God above all, then shouldn’t he follow his heart? Or are our hearts so deceitful that we can never trust them at all?"
1512,Ten Reasons to Read the Bible Every Day,https://www.desiringgod.org/interviews/ten-reasons-to-read-the-bible-every-day,2020-08-14,Bible Reading,"If we are going to grow up into maturity in Christ, we need to feast on Scripture — and not just here and there, but every day."
1511,How Does Christ Change How I Work?,https://www.desiringgod.org/interviews/how-does-christ-change-how-i-work,2020-08-12,Work & Vocation,"When you come to know Jesus Christ, something about everything in your life changes — including how you approach your vocation."
1510,How Do I Lead Someone to Christ?,https://www.desiringgod.org/interviews/how-do-i-lead-someone-to-christ,2020-08-10,Regeneration,To lead someone to Christ is a spectacular gift from God. But what should you actually say and do in the moment?
1509,Do We Need Extrabiblical Texts to Understand the Bible?,https://www.desiringgod.org/interviews/do-we-need-extrabiblical-texts-to-understand-the-bible,2020-08-07,Bible Reading,"Extrabiblical sources can help fill in some details of our Bible study, but all the gold we need to mine for life and godliness is in our English Bibles."
1508,Did God Save Me to Call Attention to Himself?,https://www.desiringgod.org/interviews/did-god-save-me-to-call-attention-to-himself,2020-08-05,Salvation,"Over and over in the Bible, God says that he saves us in order to draw attention to himself. Why did God design salvation that way?"
1507,Are Christian Couples Required to Have Kids?,https://www.desiringgod.org/interviews/are-christian-couples-required-to-have-kids,2020-08-03,Parenting,The Bible is clear that children are a gift from God. So is there any room for a Christian couple to decide not to have any?
1506,Can a Christian Hedonist Get Depressed?,https://www.desiringgod.org/interviews/can-a-christian-hedonist-get-depressed,2020-07-31,Depression,"If we glorify God by enjoying him, how do we think about seasons of darkness in the Christian life, when joy seems far away?"
1505,How Do I Wait for God?,https://www.desiringgod.org/interviews/how-do-i-wait-for-god,2020-07-29,Waiting,God works for those who wait for him. But what does it mean to wait for God?
1504,How Do I Glorify God in My Daily Life?,https://www.desiringgod.org/interviews/how-do-i-glorify-god-in-my-daily-life,2020-07-27,Christian Hedonism,"God created us to glorify him by enjoying him forever. But how do we fulfill that purpose in the little things, in the small moments, in the day to day?"
1503,Am I Wasting My Life in a Secular Job?,https://www.desiringgod.org/interviews/am-i-wasting-my-life-in-a-secular-job,2020-07-24,The Unwasted Life,Our vocation doesn’t automatically determine our fruitfulness for Jesus. God uses all kinds of people in all kinds of places to accomplish his purposes.
1502,How Does God Become Totally for Me?,https://www.desiringgod.org/interviews/how-does-god-become-totally-for-me,2020-07-22,Justification,"God won’t settle for anything less than perfection from us. Either we depend on Christ’s perfection in our place, or we keep the entire law."
1501,How Do I Wage War on My Self-Pity?,https://www.desiringgod.org/interviews/how-do-i-wage-war-on-my-self-pity,2020-07-20,Killing Sin,"At the cross, Christ canceled all our sins through his blood. Now, by the Spirit, we work to conquer every canceled sin."
1500,Seven Lessons for Productivity,https://www.desiringgod.org/interviews/seven-lessons-for-productivity,2020-07-17,The Unwasted Life,"After fifteen hundred episodes of the Ask Pastor John podcast, Pastor John shares seven lessons that have inspired him to labor faithfully over decades."
1499,What Does Freedom from the Love of Money Look Like?,https://www.desiringgod.org/interviews/what-does-freedom-from-the-love-of-money-look-like,2020-07-15,Life of Worship,Our hearts were never meant to find their meaning in money. God made us for something far more valuable.
1498,How Can I Disagree with My Husband and Still Submit?,https://www.desiringgod.org/interviews/how-can-i-disagree-with-my-husband-and-still-submit,2020-07-13,Manhood & Womanhood,How can a wife disagree with her husband about a decision while still submitting to his leadership in the home?
1497,How Do I Know If I’m Doing Enough for God?,https://www.desiringgod.org/interviews/how-do-i-know-if-im-doing-enough-for-god,2020-07-10,Sanctification & Growth,"Before you get overwhelmed by all of the Bible’s commands, remember your right standing with God and focus first on the anchors of faithful obedience."
1496,Why Do I Need to Be Saved?,https://www.desiringgod.org/interviews/why-do-i-need-to-be-saved,2020-07-08,The Death of Christ,"At the cross, God not only clears a path for sinners to himself. He also vindicates his righteousness after passing over centuries of sin."
1495,Why Does ‘Atonement’ Disappear in the New Testament?,https://www.desiringgod.org/interviews/why-does-atonement-disappear-in-the-new-testament,2020-07-06,The Death of Christ,"The word “atonement” appears all over the ESV’s translation of the Old Testament, but never in the New. Didn’t Jesus make atonement for our sins?"
1494,How Much Patriotism Is Too Much Patriotism?,https://www.desiringgod.org/interviews/how-much-patriotism-is-too-much-patriotism,2020-07-03,Social Issues,"If Christians are first and foremost citizens of heaven, then is it ever appropriate to show patriotism for a homeland?"
1493,How Can I Be Free from Materialism?,https://www.desiringgod.org/interviews/how-can-i-be-free-from-materialism,2020-07-01,Money,"For many Western Christians, materialism has transformed our wants into needs and distorted our view of biblical Christianity. How can we be free?"
1492,Did Moses Think Sinners Could Keep the Law?,https://www.desiringgod.org/interviews/did-moses-think-sinners-could-keep-the-law,2020-06-29,The Law,The Mosaic law requires obedience over and over again. Does that mean old-covenant believers earned their way to a right standing with God?
1491,Do I Need to Understand the Trinity to Be Saved?,https://www.desiringgod.org/interviews/do-i-need-to-understand-the-trinity-to-be-saved,2020-06-26,The Trinity,What does someone need to know about the Trinity in order to have saving faith in Jesus?
1490,How Do I Find Freedom from Worry?,https://www.desiringgod.org/interviews/how-do-i-find-freedom-from-worry,2020-06-24,Fear & Anxiety,"In the moment when troubles come or worries rise, we need the precious truth of specific promises from God’s word."
1489,Would God Have Been More Loving Not to Create Anyone?,https://www.desiringgod.org/interviews/would-god-have-been-more-loving-not-to-create-anyone,2020-06-22,The Foreknowledge of God,"If God knew before he created the world that millions of people would suffer eternally in hell, would he have been more loving not to create at all?"
1488,Which Characters in Job Can We Trust?,https://www.desiringgod.org/interviews/which-characters-in-job-can-we-trust,2020-06-19,Bible Translation & Interpretation,Job is a famously difficult book to understand and apply. But God has not left us without interpretive guides to help us discern the book’s message.
1487,What Do You See When You Look at the Sky?,https://www.desiringgod.org/interviews/what-do-you-see-when-you-look-at-the-sky,2020-06-17,The Glory of God,"All creation rings with its Maker’s praise. If we pause to look and listen, God can show us glory in all that he has made."
1486,Why Does Christ Want Some Not to Believe?,https://www.desiringgod.org/interviews/why-does-christ-want-some-not-to-believe,2020-06-15,The Sovereignty of God,"If God desires all people to be saved, why did Jesus sometimes speak in a way that kept people from believing?"
1485,How Should Christians Respond to Climate Change?,https://www.desiringgod.org/interviews/how-should-christians-respond-to-climate-change,2020-06-12,Creation,Climate-change activists warn of dire consequences if nations and individuals refuse to care for the environment. How should Christians respond?
1484,Why Must Our Bodies Get Resurrected?,https://www.desiringgod.org/interviews/why-must-our-bodies-get-resurrected,2020-06-10,The Supremacy of Christ,"Our resurrection bodies will allow us not only to experience life without disease and decay, but also to enjoy God in the bliss he intended."
1483,Does the Law Aggravate Our Sin Nature?,https://www.desiringgod.org/interviews/does-the-law-aggravate-our-sin-nature,2020-06-08,The Law,The Mosaic law raises countless questions for Christians. But how might we begin to understand the function of the law in redemptive history?
1482,What Are the Keys of the Kingdom of Heaven?,https://www.desiringgod.org/interviews/what-are-the-keys-of-the-kingdom-of-heaven,2020-06-05,The Church,Jesus gave his disciples the keys to the kingdom of heaven so that they could loose and bind. What does that mean for Christians today?
1481,What Do You Say to Evangelicals Who Affirm So-Called ‘Same-Sex Marriage’?,https://www.desiringgod.org/interviews/what-do-you-say-to-evangelicals-who-affirm-so-called-same-sex-marriage,2020-06-03,Homosexuality,"When someone close to you affirms so-called “same-sex marriage,” how do you respond in both faithfulness to Scripture and love for that person?"
1480,My Pastors Don’t Preach Against Sin — Is That Okay?,https://www.desiringgod.org/interviews/my-pastors-dont-preach-against-sin-is-that-okay,2020-06-01,Preaching & Teaching,"Addressing sin and repentance may sound harsh to some, but genuine biblical preaching names and denounces specific sins."
1479,Does John Piper Deny Personal Assurance?,https://www.desiringgod.org/interviews/does-john-piper-deny-personal-assurance,2020-05-29,Assurance of Salvation,"God gives believers warnings not to strip us of our assurance, but to keep us clinging to Christ and killing sin by the Spirit."
1478,What Are God’s Purposes in a Recession?,https://www.desiringgod.org/interviews/what-are-gods-purposes-in-a-recession,2020-05-27,The Sovereignty of God,God has thousands of purposes in all that he does — including recessions. What does Scripture tell us about God’s designs in our financial uncertainty?
1477,How Much Joy Did the Curse Cost Me?,https://www.desiringgod.org/interviews/how-much-joy-did-the-curse-cost-me,2020-05-25,Joy,"Because of the fall, we are by nature dead to joy in God. Because of the cross, we can experience more joy in God than we ever could have had in Eden."
1476,Do My Sins Ruin God’s Plan for My Life?,https://www.desiringgod.org/interviews/do-my-sins-ruin-gods-plan-for-my-life,2020-05-22,The Unwasted Life,"Some sins unalterably change the course of our lives, leaving us to live with the consequences. Do these sins sabotage God’s best plan for us?"
1475,The God over Viruses,https://www.desiringgod.org/interviews/the-god-over-viruses,2020-05-20,Natural Disasters,"If we say God is sovereign, does that mean he’s in charge of everything — even down to the tiniest molecule?"
1474,Does Christ Govern Every Storm?,https://www.desiringgod.org/interviews/does-christ-govern-every-storm,2020-05-18,The Sovereignty of God,"Jesus stilled a storm for his disciples two thousand years ago, but does that necessarily mean he controls every single storm today?"
1473,Am I Living by Faith or Unbelief?,https://www.desiringgod.org/interviews/am-i-living-by-faith-or-unbelief,2020-05-15,Faith,"The Bible calls us to walk by faith, but how can we actually know if we are living by faith instead of unbelief?"
1472,Could a Recession Serve Our Joy?,https://www.desiringgod.org/interviews/could-a-recession-serve-our-joy,2020-05-13,Money,Sometimes it takes a recession to dig up the roots of our lives and replant them in soil that causes us to bear the fruit of generosity.
1471,What Is Hyper-Calvinism?,https://www.desiringgod.org/interviews/what-is-hyper-calvinism,2020-05-11,Calvinism,"Doctrinal systems can help us summarize the Bible’s teaching, but they are never a substitute for Scripture itself."
1470,What Is Grace?,https://www.desiringgod.org/interviews/what-is-grace,2020-05-08,The Grace of God,We often define “grace” as “undeserved favor.” But the grace of God has another meaning in the Bible that is filled with encouragement and comfort.
1469,How Can I Receive Christ?,https://www.desiringgod.org/interviews/how-can-i-receive-christ,2020-05-06,Faith,"The help Jesus offers isn’t a commodity you can buy with money or morality. To have the Son, you must receive him by faith."
1468,Is the Calvinist-Arminian Debate Really Important?,https://www.desiringgod.org/interviews/is-the-calvinist-arminian-debate-really-important,2020-05-04,Calvinism,"Are Calvinism and Arminianism just points of debate for theologians, or do they actually have real-life implications on our relationship with God?"
1467,How Should We Dress for Church?,https://www.desiringgod.org/interviews/how-should-we-dress-for-church,2020-05-01,Church Issues,"How we dress for church will depend on our vision of God, our understanding of God’s people, and our grasp of what is at stake when we gather."
1466,What Are the Spiritual Dangers of Technology?,https://www.desiringgod.org/interviews/what-are-the-spiritual-dangers-of-technology,2020-04-29,Technology,Technology can make our lives easier and more efficient than ever. But it can also slowly numb our affections to the things that matter most.
1465,Is the Christian’s Heart Deceitfully Wicked?,https://www.desiringgod.org/interviews/is-the-christians-heart-deceitfully-wicked,2020-04-27,Regeneration,Is the Christian heart still wicked and deceitful? Or does God give us a completely new heart at the new birth?
1464,What Sins Disqualify a Pastor for Life?,https://www.desiringgod.org/interviews/what-sins-disqualify-a-pastor-for-life,2020-04-24,Biblical Eldership,"Should churches ever consider calling a pastor who has committed adultery in the past? And if so, how should they evaluate his repentance?"
1463,Sovereign Comfort for Uncertain Times,https://www.desiringgod.org/interviews/sovereign-comfort-for-uncertain-times,2020-04-22,The Sovereignty of God,"When crisis hits, Jesus Christ remains on his throne. He reigns supreme, and he will never leave nor forsake his people."
1462,Why Do We Confess If Our Sins Are Already Forgiven?,https://www.desiringgod.org/interviews/why-do-we-confess-if-our-sins-are-already-forgiven,2020-04-20,Killing Sin,"If Christians are already fully forgiven, justified, and united with Christ, then why do we need to continually confess our sins to God?"
1461,Is God Humble?,https://www.desiringgod.org/interviews/is-god-humble,2020-04-17,The Glory of God,"As we seek to put away pride and become more humble, is there any humility in God for us to imitate? Or is humility fitting only for creatures?"
1460,More Precious Than Praise and Possessions,https://www.desiringgod.org/interviews/more-precious-than-praise-and-possessions,2020-04-15,Money,"How we handle our possessions in this world and the praise of man not only shapes our lives now, but determines our fate for eternity."
1459,I’m Afraid of Surrendering to Christ — What Can I Do?,https://www.desiringgod.org/interviews/im-afraid-of-surrendering-to-christ-what-can-i-do,2020-04-13,The Unwasted Life,The life Jesus promises when you follow him far surpasses anything you might have to give up. There is no greater joy than in walking with him.
1458,Why Do We Celebrate Easter?,https://www.desiringgod.org/interviews/why-do-we-celebrate-easter,2020-04-10,The Resurrection of Christ,"If Jesus remained in the grave, then his followers have no hope. But Jesus didn’t stay dead. Christ is risen."
1457,Why the Sovereignty of God Is Good News,https://www.desiringgod.org/interviews/why-the-sovereignty-of-god-is-good-news,2020-04-09,The Sovereignty of God,"The doctrine of God’s sovereignty does not sit on the periphery of theology. Without the sovereignty of God, we have no gospel."
1456,How Do I Know If the Holy Spirit Is in Me?,https://www.desiringgod.org/interviews/how-do-i-know-if-the-holy-spirit-is-in-me,2020-04-06,Assurance of Salvation,"Whether you became a Christian at age 5 or 85, God worked in you, by his Holy Spirit, to open your eyes to the wonder and beauty of Jesus Christ."
1455,Is It a Sin to Back Out of a Commitment?,https://www.desiringgod.org/interviews/is-it-a-sin-to-back-out-of-a-commitment,2020-04-03,Sanctification & Growth,"Honesty, integrity, and reliability should characterize every Christian. Since God delights in truth, so should his people."
1454,Plan for Something Greater Than Retirement,https://www.desiringgod.org/interviews/plan-for-something-greater-than-retirement,2020-04-01,Faith,Retirement is not the last chapter of life — eternity is the last chapter. And the hope of being with Jesus forever should shape our final years on earth.
1453,"Public, Private, Online, Homeschool?",https://www.desiringgod.org/interviews/public-private-online-homeschool,2020-03-30,Parenting,"When Christian parents have a number of educational options for their children, what biblical principles help us decide what’s best?"
1452,What’s Next for an Aging Pastor?,https://www.desiringgod.org/interviews/whats-next-for-an-aging-pastor,2020-03-27,The Unwasted Life,"God never wastes his children. If you devote yourself to serving the Lord, he will never leave you without significant opportunities for good works."
1451,Grace for Our Hardest Moments,https://www.desiringgod.org/interviews/grace-for-our-hardest-moments,2020-03-25,Suffering,"Jesus may not give us everything we want, or even everything we think we need. But he will give us everything we truly need — all the way to the end."
1450,Are IVF Babies Knit Together by God Too?,https://www.desiringgod.org/interviews/are-ivf-babies-knit-together-by-god-too,2020-03-23,The Sovereignty of God,No technology can ever thwart God’s sovereignty. His oversight extends even to those advancements that seem to take his place.
1449,A Word to Men Who Demean Their Wives,https://www.desiringgod.org/interviews/a-word-to-men-who-demean-their-wives,2020-03-20,Manhood & Womanhood,"God calls husbands to provide and protect, not demean and belittle. Husbands must lead, but always with gentleness and grace, especially in the home."
1448,Jesus Didn’t Die for Our Present Prosperity,https://www.desiringgod.org/interviews/jesus-didnt-die-for-our-present-prosperity,2020-03-18,Christian Hedonism,Jesus doesn’t want disciples who seek him merely for what he can provide. He wants disciples who treasure him for who he is.
1447,Jesus Came to Bring Violence — but What Does That Mean for Us?,https://www.desiringgod.org/interviews/jesus-came-to-bring-violence-but-what-does-that-mean-for-us,2020-03-16,The Supremacy of Christ,"Jesus told his disciples, “I have not come to bring peace, but a sword.” What kind of sword does the Prince of Peace bring?"
1446,How Do I Take Risks Without Being Unwise?,https://www.desiringgod.org/interviews/how-do-i-take-risks-without-being-unwise,2020-03-13,Wisdom,Jesus calls us away from self-protection and toward taking risks of love. To follow a sacrificial Savior is to give and sacrifice with him.
1445,John Piper’s Death-Row Plea,https://www.desiringgod.org/interviews/john-pipers-death-row-plea,2020-03-11,Christian Hedonism,Jesus does not discriminate. He offers the bread of life to anyone who calls on his name — even to those who have committed unspeakable crimes.
1444,Am I Mainly the Product of My Background?,https://www.desiringgod.org/interviews/am-i-mainly-the-product-of-my-background,2020-03-09,Regeneration,"Are we free to be who we want to be, or are we instead the products of our backgrounds and environments?"
1443,"If God Is Sovereign, Are My Prayers Pointless?",https://www.desiringgod.org/interviews/if-god-is-sovereign-are-my-prayers-pointless,2020-03-06,The Sovereignty of God,"If all of God’s plans stand, and all of his purposes come to pass, is praying for what we want pointless?"
1442,Will Suffering Weaken My Ministry?,https://www.desiringgod.org/interviews/will-suffering-weaken-my-ministry,2020-03-04,Frontier Missions,"Suffering is not a hindrance to the spread of the gospel. Suffering is, very often, God’s means of spreading the gospel where it has never gone before."
1441,How Do I Care for My Depressed Wife?,https://www.desiringgod.org/interviews/how-do-i-care-for-my-depressed-wife,2020-03-02,Marriage,How can a husband cultivate an atmosphere of holy joy at home if his wife struggles with chronic sadness or depression?
1440,How Can Couples Heal After Adultery?,https://www.desiringgod.org/interviews/how-can-couples-heal-after-adultery,2020-02-28,Divorce & Remarriage,"After adultery, couples may feel like their marriage is ruined beyond repair. What biblical realities can help them begin to find healing?"
1439,How Can I Jumpstart My Prayer Life?,https://www.desiringgod.org/interviews/how-can-i-jumpstart-my-prayer-life,2020-02-26,Prayer,"Prayer offers us a lifeline to our Lord, a vital connection we need every day. But unless we plan ahead, we will be prone to wander."
1438,How Much Victory Can I Expect over Sinful Desires?,https://www.desiringgod.org/interviews/how-much-victory-can-i-expect-over-sinful-desires,2020-02-24,Killing Sin,The new birth brings an awakening of delight in Christ and increasing victory over sin. But how much delight and victory should Christians expect?
1437,How Do I Bless My Children Before Bed?,https://www.desiringgod.org/interviews/how-do-i-bless-my-children-before-bed,2020-02-21,Parenting,"If you want to raise your children to know and love Jesus, then a regular rhythm of blessing may prove to be a helpful habit of grace."
1436,Why Is My Theology Not Changing My Life?,https://www.desiringgod.org/interviews/why-is-my-theology-not-changing-my-life,2020-02-19,Sanctification & Growth,"If I believe all the right things, then why does my growth in holiness seem so tedious and slow?"
1435,Should Christians Attend Alcoholics Anonymous?,https://www.desiringgod.org/interviews/should-christians-attend-alcoholics-anonymous,2020-02-17,Sanctification & Growth,"Alcoholics Anonymous, and programs like it, seem to genuinely help hurting people. But what do such programs miss that Christians can’t overlook?"
1434,Can We Love Both God and Pleasure?,https://www.desiringgod.org/interviews/can-we-love-both-god-and-pleasure,2020-02-14,Christian Hedonism,"If the Bible says that loving pleasure is a sign of ungodliness, then can we really make joy and pleasure essential to our pursuit of God?"
1433,How Do I Let Go of Anger over Past Wrongs?,https://www.desiringgod.org/interviews/how-do-i-let-go-of-anger-over-past-wrongs,2020-02-12,Anger,"How do we lay down our anger, our bitterness, our grudges against those who have wronged us and gotten away with it?"
1432,Would God Be Just as Glorified If We Were His Slaves?,https://www.desiringgod.org/interviews/would-god-be-just-as-glorified-if-we-were-his-slaves,2020-02-10,The Glory of God,"God gets maximum glory from his people, not when we work for him out of begrudging duty, but when we run to him out of sheer delight."
1431,How Do I Find a Good Church?,https://www.desiringgod.org/interviews/how-do-i-find-a-good-church,2020-02-07,Church Membership,"If you live near a number of gospel-preaching churches, how do you decide which body is best for you to join? Pastor John suggests nine steps."
1430,How Do I Grow in Wisdom?,https://www.desiringgod.org/interviews/how-do-i-grow-in-wisdom,2020-02-05,The Power & Effects of Sin,How do I become a sage who overflows with godly wisdom? Pastor John recommends a path too few of us choose to tread.
1429,Should My Husband Pray with Me More?,https://www.desiringgod.org/interviews/should-my-husband-pray-with-me-more,2020-02-03,Marriage,"We all need private, regular communion with God. But the Bible presents a vision for prayer that reaches well beyond our personal quiet times."
1428,Should We Call Female Leaders ‘Pastors’?,https://www.desiringgod.org/interviews/should-we-call-female-leaders-pastors,2020-01-31,Biblical Eldership,"The New Testament doesn’t apply the term “pastor” to any leader in the church, but only to qualified men who oversee and teach the flock."
1427,Who Is Yahweh?,https://www.desiringgod.org/interviews/who-is-yahweh,2020-01-29,The Glory of God,The God of our Bibles is more glorious than we can even begin to imagine. And it all begins with this fact: God absolutely and simply is.
1426,Is John Piper Popular Because He Makes Christianity Look Intelligent?,https://www.desiringgod.org/interviews/is-john-piper-popular-because-he-makes-christianity-look-intelligent,2020-01-27,Spiritual Leadership,"What happens when a preacher saturates himself with the Scriptures, walks into a pulpit, and overflows with a God-entranced vision of all things?"
1425,Did My Dad Die Because I Lacked Faith?,https://www.desiringgod.org/interviews/did-my-dad-die-because-i-lacked-faith,2020-01-24,Disease & Sickness,James tells us that we have not because we ask not. But do we still lack sometimes because we don’t ask with enough faith?
1424,Is Something Evil Only If It Harms Others?,https://www.desiringgod.org/interviews/is-something-evil-only-if-it-harms-others,2020-01-22,Faith,"Evil goes beyond the harm we commit against other humans. Evil is preferring anything above God, even if we harm no one in the process."
1423,What Is the State of Race Relations in the Church?,https://www.desiringgod.org/interviews/what-is-the-state-of-race-relations-in-the-church,2020-01-20,Race & Ethnic Harmony,Our perceptions of race relations in the church are of some importance. God’s vision for where race relations are heading is of infinite importance.
1422,Is a Similar Sense of Calling Required for Marriage?,https://www.desiringgod.org/interviews/is-a-similar-sense-of-calling-required-for-marriage,2020-01-17,Marriage,"Most fundamentally, marriage is not a convenient matchup of vocations, but a covenant that displays the love Jesus has for his church."
1421,How Should I Parent My Non-Christian Teen?,https://www.desiringgod.org/interviews/how-should-i-parent-my-non-christian-teen,2020-01-15,Parenting,"Should parents require non-Christian teens to attend church with them? And if so, how do they avoid creating hypocrites of their kids?"
1420,Are Hell and the Cross Overkill for Sin?,https://www.desiringgod.org/interviews/are-hell-and-the-cross-overkill-for-sin,2020-01-13,Imputed & Original Sin,"The cross will seem like an overreaction as long as man is big and God is small. The essence of sin is not harm done to man, but indignities done to God."
1419,How Do We Respond to Claims That Christianity Is Dangerous?,https://www.desiringgod.org/interviews/how-do-we-respond-to-claims-that-christianity-is-dangerous,2020-01-10,Social Issues,"How should Christians live in a culture that increasingly views our faith as bigoted, immoral, and even dangerous?"
1418,What Every Marriage Needs Most,https://www.desiringgod.org/interviews/what-every-marriage-needs-most,2020-01-08,Marriage,"What our marriages need most is probably not new and novel counsel from the latest book or seminar, but this one piece of timeless, biblical truth."
1417,How Do I Respond to Sexual Dreams?,https://www.desiringgod.org/interviews/how-do-i-respond-to-sexual-dreams,2020-01-06,Sexual Purity,What do sexually illicit dreams reveal about our souls? Pastor John offers biblical principles for understanding dreams and practical ways to overcome them.
1416,What Should I Expect My First Time Through the Bible?,https://www.desiringgod.org/interviews/what-should-i-expect-my-first-time-through-the-bible,2020-01-03,Bible Reading,What can you expect when you set out on a journey through the entire Bible? Pastor John offers three cautions and nine life-transforming hopes for every Bible reader.
1415,Are Personal Resolutions Effective or Futile?,https://www.desiringgod.org/interviews/are-personal-resolutions-effective-or-futile,2020-01-01,Sanctification & Growth,"Are New Year’s resolutions helpful, are they harmful, or are they just a setup for eventual failure?"
1414,I Have a New Journaling Bible — How Should I Mark It Up?,https://www.desiringgod.org/interviews/i-have-a-new-journaling-bible-how-should-i-mark-it-up,2019-12-30,Bible Reading,"Journaling Bibles can be a great way to go deeper in God’s word, but many feel paralyzed, not knowing what to write (or not)."
1413,How Concerned Should Christians Be with Consumerism?,https://www.desiringgod.org/interviews/how-concerned-should-christians-be-with-consumerism,2019-12-27,Money,"In our good concern for what and how we consume, how do Christians keep from being consumed by ethical consumerism?"
1412,Why Was Christ Born into This World?,https://www.desiringgod.org/interviews/why-was-christ-born-into-this-world,2019-12-25,The Birth of Christ,The wonder and glory of Christmas will never dry up because the manger lets loose waterfalls of mercy that will flow forever.
1411,Should I Use Christmas Dinner for Evangelism?,https://www.desiringgod.org/interviews/should-i-use-christmas-dinner-for-evangelism,2019-12-23,The Birth of Christ,"As we gather around the dinner table this Christmas, how might we share the gospel with family who don’t understand the meaning of Jesus’s birth?"
